index,canonical_smiles
A01_E09_RT_BC_380_Lig_BC_355-0-0,NCCCC(O)(P(=O)(O)O)P(=O)(O)[O][Na].O.O.O
A01_E09_RT_BC_381_Lig_BC_173-0-0,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1.Cl.O
A01_E09_RT_BC_3_Lig_BC_370-0-0,NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1
A01_E09_RT_BC_49_Lig_BC_275-0-0,COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-]
A01_E09_RT_BC_4_Lig_BC_240-0-0,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3
A01_E09_RT_BC_82_Lig_BC_297-0-0,NC(=O)c1ccc(I)c([N+](=O)[O-])c1
A01_F10_RT_BC_148_Lig_BC_199-0-0,Nc1ccc(F)cc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1
A01_F10_RT_BC_179_Lig_BC_369-0-0,COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1
A01_F10_RT_BC_17_Lig_BC_66-0-0,C/C(=C\c1csc(C)n1)C1CC2OC2CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1
A01_F10_RT_BC_267_Lig_BC_143-0-0,S=P(N1CC1)(N1CC1)N1CC1
A02_E09_RT_BC_148_Lig_BC_180-0-0,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1
